126.201 800 0 0.3048 71.3 0.00266337 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
125.201 1000 0 0.3048 71.3 0.00266337 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
125.951 1250 0 0.3048 71.3 0.00266337 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
127.591 1600 0 0.3048 71.3 0.00266337 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
127.461 2000 0 0.3048 71.3 0.00266337 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
125.571 2500 0 0.3048 71.3 0.00266337 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
125.201 3150 0 0.3048 71.3 0.00266337 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
123.061 4000 0 0.3048 71.3 0.00266337 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
121.301 5000 0 0.3048 71.3 0.00266337 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
119.541 6300 0 0.3048 71.3 0.00266337 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
117.151 8000 0 0.3048 71.3 0.00266337 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
115.391 10000 0 0.3048 71.3 0.00266337 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
112.241 12500 0 0.3048 71.3 0.00266337 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
108.721 16000 0 0.3048 71.3 0.00266337 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0
126.416 500 0 0.3048 55.5 0.00283081 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
127.696 630 0 0.3048 55.5 0.00283081 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
128.086 800 0 0.3048 55.5 0.00283081 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
126.966 1000 0 0.3048 55.5 0.00283081 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
126.086 1250 0 0.3048 55.5 0.00283081 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
126.986 1600 0 0.3048 55.5 0.00283081 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
126.616 2000 0 0.3048 55.5 0.00283081 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
124.106 2500 0 0.3048 55.5 0.00283081 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
123.236 3150 0 0.3048 55.5 0.00283081 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
121.106 4000 0 0.3048 55.5 0.00283081 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
119.606 5000 0 0.3048 55.5 0.00283081 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
117.976 6300 0 0.3048 55.5 0.00283081 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
116.476 8000 0 0.3048 55.5 0.00283081 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
113.076 10000 0 0.3048 55.5 0.00283081 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
111.076 12500 0 0.3048 55.5 0.00283081 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
118.129 200 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
119.319 250 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
122.779 315 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
124.809 400 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
126.959 500 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
128.629 630 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
129.099 800 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
127.899 1000 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
125.499 1250 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
124.049 1600 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
123.689 2000 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
121.399 2500 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
120.319 3150 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
119.229 4000 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
117.789 5000 0 0.3048 39.6 0.00310138 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
116.229 6300 0 0.3048 39.6 0.00310138 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
114.779 8000 0 0.3048 39.6 0.00310138 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
112.139 10000 0 0.3048 39.6 0.00310138 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
109.619 12500 0 0.3048 39.6 0.00310138 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
117.195 200 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
118.595 250 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
122.765 315 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
125.045 400 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
127.315 500 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
129.095 630 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
129.235 800 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
127.365 1000 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
124.355 1250 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
122.365 1600 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
122.375 2000 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
120.755 2500 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
119.135 3150 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
118.145 4000 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
115.645 5000 0 0.3048 31.7 0.00331266 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
113.775 6300 0 0.3048 31.7 0.00331266 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
110.515 8000 0 0.3048 31.7 0.00331266 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
108.265 10000 0 0.3048 31.7 0.00331266 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
127.122 800 1.5 0.3048 71.3 0.00336729 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
125.992 1000 1.5 0.3048 71.3 0.00336729 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
125.872 1250 1.5 0.3048 71.3 0.00336729 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
126.632 1600 1.5 0.3048 71.3 0.00336729 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
126.642 2000 1.5 0.3048 71.3 0.00336729 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
124.512 2500 1.5 0.3048 71.3 0.00336729 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
123.392 3150 1.5 0.3048 71.3 0.00336729 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
121.762 4000 1.5 0.3048 71.3 0.00336729 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
