126.201 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
125.201 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
125.951 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
127.591 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
127.461 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
125.571 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
125.201 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
123.061 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
121.301 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
119.541 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
117.151 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
115.391 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
112.241 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
108.721 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0
126.416 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
127.696 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
128.086 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
126.966 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
126.086 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
126.986 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
126.616 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
124.106 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
123.236 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
121.106 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
119.606 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
117.976 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
116.476 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
113.076 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
111.076 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
118.129 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
119.319 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
122.779 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
124.809 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
126.959 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
128.629 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
129.099 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
127.899 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
125.499 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
124.049 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
123.689 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
121.399 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
120.319 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
119.229 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
117.789 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
116.229 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
114.779 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
112.139 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
109.619 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
117.195 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
118.595 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
122.765 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
125.045 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
127.315 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
129.095 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
129.235 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
127.365 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
124.355 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
122.365 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
122.375 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
120.755 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
119.135 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
118.145 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
115.645 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
113.775 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
110.515 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
108.265 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
127.122 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
125.992 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
125.872 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
126.632 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
126.642 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
124.512 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
123.392 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
121.762 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
119.632 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
118.122 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
115.372 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
113.492 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
109.222 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
106.582 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0
121.851 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
124.001 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
126.661 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
128.311 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
128.831 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
127.581 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
125.211 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
122.211 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
122.101 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
120.981 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
119.111 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
117.741 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
116.241 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
114.751 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
112.251 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
108.991 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
106.111 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
127.564 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
128.454 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
129.354 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
129.494 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
129.004 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
127.634 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
126.514 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
125.524 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
124.024 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
121.514 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
120.264 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
118.134 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
116.134 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
114.634 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
110.224 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
126.159 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
128.179 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
129.569 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
129.949 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
129.329 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
127.329 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
124.439 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
123.069 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
122.439 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
120.189 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
118.689 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
117.309 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
115.679 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
113.799 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
112.169 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
123.312 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
125.472 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
127.632 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
129.292 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
129.552 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
128.312 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
125.802 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
122.782 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
120.532 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
120.162 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
118.922 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
116.792 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
115.792 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
114.042 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
110.652 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
123.118 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
125.398 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
127.548 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
128.698 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
128.708 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
126.838 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
124.838 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
122.088 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
120.088 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
119.598 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
118.108 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
115.608 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
113.858 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
109.718 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
126.395 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
128.175 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
129.575 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
130.715 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
131.615 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
131.755 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
131.015 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
129.395 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
126.645 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
